Designator,Mid X(mm),Mid Y(mm),Layer,Rotation
C1,162.0000,-129.0000,Top,0.00
C2,149.1000,-126.3000,Top,0.00
C3,150.0000,-121.2000,Top,0.00
C4,153.5000,-118.0000,Top,90.00
D1,138.7500,-136.5000,Top,90.00
D2,161.2500,-136.5000,Top,90.00
Q1,141.0000,-126.0000,Top,0.00
Q3,157.8000,-116.2000,Top,0.00
R1,160.0000,-123.0000,Top,0.00
R3,150.0000,-129.8000,Top,0.00
R4,150.0000,-131.5000,Top,0.00
R5,153.0000,-128.0000,Top,0.00
R7,157.8000,-119.4000,Top,0.00
U1,149.0000,-124.0000,Top,0.00
