Designator,Mid X,Mid Y,Layer,Rotation
R11,177.0000,-106.0000,Top,0.0000
R10,159.0000,-106.0000,Top,0.0000
R9,141.0000,-106.0000,Top,0.0000
R8,123.0000,-106.0000,Top,0.0000
R7,105.0000,-106.0000,Top,0.0000
R6,195.0000,-84.0000,Top,0.0000
R5,177.0000,-84.0000,Top,0.0000
R4,159.0000,-84.0000,Top,0.0000
R3,141.0000,-84.0000,Top,0.0000
R2,123.0000,-84.0000,Top,0.0000
R1,105.0000,-84.0000,Top,0.0000
