Designator,Mid X(mm),Mid Y(mm),Layer,Rotation
U8,173.5323,-167.3552,Top,0.0000
U7,127.5325,-170.5052,Top,0.0000
U6,173.0000,-136.0883,Top,0.0000
U5,127.0000,-136.0883,Top,0.0000
U4,173.0000,-100.0883,Top,0.0000
U3,127.0000,-100.0883,Top,0.0000
U2,173.0000,-64.0883,Top,0.0000
U1,127.0000,-64.0883,Top,0.0000
